GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Total: - Less than $10,000","Margin of Error; Total: - Less than $10,000","Estimate; Total: - $10,000 to $14,999","Margin of Error; Total: - $10,000 to $14,999","Estimate; Total: - $15,000 to $19,999","Margin of Error; Total: - $15,000 to $19,999","Estimate; Total: - $20,000 to $24,999","Margin of Error; Total: - $20,000 to $24,999","Estimate; Total: - $25,000 to $29,999","Margin of Error; Total: - $25,000 to $29,999","Estimate; Total: - $30,000 to $34,999","Margin of Error; Total: - $30,000 to $34,999","Estimate; Total: - $35,000 to $39,999","Margin of Error; Total: - $35,000 to $39,999","Estimate; Total: - $40,000 to $44,999","Margin of Error; Total: - $40,000 to $44,999","Estimate; Total: - $45,000 to $49,999","Margin of Error; Total: - $45,000 to $49,999","Estimate; Total: - $50,000 to $59,999","Margin of Error; Total: - $50,000 to $59,999","Estimate; Total: - $60,000 to $74,999","Margin of Error; Total: - $60,000 to $74,999","Estimate; Total: - $75,000 to $99,999","Margin of Error; Total: - $75,000 to $99,999","Estimate; Total: - $100,000 to $124,999","Margin of Error; Total: - $100,000 to $124,999","Estimate; Total: - $125,000 to $149,999","Margin of Error; Total: - $125,000 to $149,999","Estimate; Total: - $150,000 to $199,999","Margin of Error; Total: - $150,000 to $199,999","Estimate; Total: - $200,000 or more","Margin of Error; Total: - $200,000 or more"
1400000US36047056000,36047056000,"Census Tract 560, Kings County, New York",919,90,7,11,39,23,25,23,50,47,28,25,104,63,63,47,8,13,17,25,46,32,111,68,100,60,148,93,54,46,80,56,39,31
1400000US36047056100,36047056100,"Census Tract 561, Kings County, New York",497,90,0,11,0,11,35,43,9,14,26,28,18,20,19,21,6,11,10,15,16,18,35,28,76,55,80,53,28,25,30,27,109,46
1400000US36047056200,36047056200,"Census Tract 562, Kings County, New York",441,55,26,20,22,17,5,9,7,11,6,8,26,25,42,39,23,18,6,8,35,23,22,16,34,23,13,14,28,21,54,28,92,41
1400000US36047056300,36047056300,"Census Tract 563, Kings County, New York",911,169,80,70,14,23,74,78,112,97,0,16,27,36,48,52,30,42,29,34,16,25,60,49,128,75,76,70,53,39,54,54,110,75
1400000US36047056400,36047056400,"Census Tract 564, Kings County, New York",741,66,18,21,0,11,12,13,38,22,6,8,11,12,28,26,30,22,30,29,40,27,39,34,86,36,99,41,82,45,127,49,95,39
1400000US36047056500,36047056500,"Census Tract 565, Kings County, New York",531,109,23,21,0,11,27,25,26,42,17,19,41,43,14,19,7,11,8,13,66,47,0,11,48,41,70,46,41,36,72,37,71,49
1400000US36047056600,36047056600,"Census Tract 566, Kings County, New York",712,68,20,16,51,33,6,8,0,11,38,32,5,7,9,10,5,8,34,34,72,37,82,39,86,39,87,36,94,48,34,26,89,42
1400000US36047056800,36047056800,"Census Tract 568, Kings County, New York",396,53,9,12,0,11,24,28,13,21,5,7,25,29,6,8,0,11,3,5,9,11,31,26,83,43,69,38,33,27,15,13,71,38
1400000US36047056900,36047056900,"Census Tract 569, Kings County, New York",252,49,5,9,5,8,22,16,6,8,23,21,0,11,5,8,0,11,11,11,11,12,10,11,9,10,17,15,12,13,33,22,83,33
1400000US36047057000,36047057000,"Census Tract 570, Kings County, New York",830,109,9,15,31,46,6,10,9,15,28,33,29,35,31,22,9,11,52,40,69,55,115,70,89,50,84,44,76,34,152,57,41,28
1400000US36047057100,36047057100,"Census Tract 571, Kings County, New York",724,139,48,45,39,43,17,27,0,11,29,28,49,50,18,30,0,11,38,56,67,58,51,41,159,82,20,29,64,50,64,60,61,55
1400000US36047057200,36047057200,"Census Tract 572, Kings County, New York",1630,151,323,133,279,159,58,54,261,116,133,102,221,133,58,71,45,54,35,34,16,27,0,16,162,114,32,53,0,16,7,14,0,16
1400000US36047057300,36047057300,"Census Tract 573, Kings County, New York",493,92,39,39,62,53,18,25,0,11,0,11,10,16,8,11,28,39,15,25,24,31,34,25,45,36,63,57,37,32,41,44,69,37
1400000US36047057400,36047057400,"Census Tract 574, Kings County, New York",756,62,18,22,8,12,21,22,21,24,10,10,23,17,5,8,45,38,13,21,79,44,41,29,82,42,85,47,53,26,164,51,88,36
1400000US36047057500,36047057500,"Census Tract 575, Kings County, New York",750,198,35,53,19,30,8,24,18,29,13,24,0,11,32,20,0,11,46,69,37,45,45,44,128,101,109,87,67,63,115,74,78,53
1400000US36047057600,36047057600,"Census Tract 576, Kings County, New York",837,71,9,9,8,11,70,38,11,13,41,32,21,19,0,11,19,14,14,15,103,50,113,48,107,44,61,34,49,29,109,48,102,36
1400000US36047057800,36047057800,"Census Tract 578, Kings County, New York",793,111,44,36,24,38,25,23,26,33,38,38,55,46,36,34,81,40,0,11,72,51,64,40,108,61,94,44,21,23,41,33,64,51
1400000US36047057900,36047057900,"Census Tract 579, Kings County, New York",170,39,16,21,0,11,8,12,18,25,18,16,13,15,0,11,0,11,19,22,0,11,10,13,7,10,7,10,34,25,7,10,13,12
