"GEO.id - Chicago city, 2010",GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD01_VD02,HD01_VD03,HD01_VD04,HD01_VD05,HD01_VD06,HD01_VD07,HD01_VD08,HD01_VD09,HD01_VD10,HD01_VD11,HD01_VD12,HD01_VD13,HD01_VD14,HD01_VD15,HD01_VD16,HD01_VD17,
Id,Id,Id2,Geography,Estimate, Total:,"Estimate; Total: - Less than $10,000","Estimate; Total: - $10,000 to $14,999","Estimate; Total: - $15,000 to $19,999","Estimate; Total: - $20,000 to $24,999","Estimate; Total: - $25,000 to $29,999","Estimate; Total: - $30,000 to $34,999","Estimate; Total: - $35,000 to $39,999","Estimate; Total: - $40,000 to $44,999","Estimate; Total: - $45,000 to $49,999","Estimate; Total: - $50,000 to $59,999","Estimate; Total: - $60,000 to $74,999","Estimate; Total: - $75,000 to $99,999","Estimate; Total: - $100,000 to $124,999","Estimate; Total: - $125,000 to $149,999","Estimate; Total: - $150,000 to $199,999","Estimate; Total: - $200,000 or more"
0800000US170311400014000120200,1400000US17031120200,17031120200,"Census Tract 1202, Cook County, Illinois",1179,16,9,9,17,11,0,37,29,42,40,121,136,155,130,221,206,
0800000US170311400014000120300,1400000US17031120300,17031120300,"Census Tract 1203, Cook County, Illinois",1839,61,0,0,0,17,0,115,50,19,13,141,217,269,243,196,498,
0800000US170311400014000120400,1400000US17031120400,17031120400,"Census Tract 1204, Cook County, Illinois",874,25,17,10,26,29,16,54,0,21,30,92,141,94,113,100,106,
0800000US170311400014000130100,1400000US17031130100,17031130100,"Census Tract 1301, Cook County, Illinois",1202,17,79,55,10,12,63,45,68,98,71,75,175,41,102,168,123,
0800000US170311400014000130200,1400000US17031130200,17031130200,"Census Tract 1302, Cook County, Illinois",344,0,10,0,12,4,9,26,4,0,31,28,63,17,51,33,56,
0800000US170311400014000130300,1400000US17031130300,17031130300,"Census Tract 1303, Cook County, Illinois",1258,62,25,46,65,65,32,31,54,36,102,120,232,201,74,57,56,
0800000US170311400014000140100,1400000US17031140100,17031140100,"Census Tract 1401, Cook County, Illinois",736,66,27,85,114,43,72,20,0,32,42,123,66,8,0,33,5,
0800000US170311400014000140200,1400000US17031140200,17031140200,"Census Tract 1402, Cook County, Illinois",1023,25,30,23,102,90,32,21,112,8,90,135,171,66,13,28,77,
0800000US170311400014000140301,1400000US17031140301,17031140301,"Census Tract 1403.01, Cook County, Illinois",532,5,36,66,0,47,15,18,0,10,58,33,90,55,28,41,30,
0800000US170311400014000140302,1400000US17031140302,17031140302,"Census Tract 1403.02, Cook County, Illinois",908,53,75,36,75,27,32,13,115,0,123,97,110,84,26,6,36,
0800000US170311400014000140400,1400000US17031140400,17031140400,"Census Tract 1404, Cook County, Illinois",1618,64,58,107,55,97,29,53,88,147,71,110,271,80,86,186,116,
0800000US170311400014000140500,1400000US17031140500,17031140500,"Census Tract 1405, Cook County, Illinois",1000,7,12,65,26,99,68,60,30,82,147,104,114,59,32,64,31,
0800000US170311400014000140601,1400000US17031140601,17031140601,"Census Tract 1406.01, Cook County, Illinois",613,10,90,15,30,48,21,24,32,52,56,20,70,80,52,13,0,
0800000US170311400014000140602,1400000US17031140602,17031140602,"Census Tract 1406.02, Cook County, Illinois",1072,71,71,66,86,123,19,86,43,136,66,126,60,95,11,4,9,
0800000US170311400014000140701,1400000US17031140701,17031140701,"Census Tract 1407.01, Cook County, Illinois",508,12,5,69,0,12,24,56,47,9,47,26,69,88,14,17,13,
0800000US170311400014000140702,1400000US17031140702,17031140702,"Census Tract 1407.02, Cook County, Illinois",1285,84,69,99,91,23,114,69,56,66,81,123,143,132,45,15,75,
0800000US170311400014000140800,1400000US17031140800,17031140800,"Census Tract 1408, Cook County, Illinois",1807,82,42,98,110,95,77,61,46,27,203,92,222,166,55,167,264,
0800000US170311400014000150200,1400000US17031150200,17031150200,"Census Tract 1502, Cook County, Illinois",1860,200,106,52,92,61,68,37,32,49,55,288,398,187,96,78,61,
0800000US170311400014000150300,1400000US17031150300,17031150300,"Census Tract 1503, Cook County, Illinois",1685,93,13,29,66,34,26,13,80,117,206,210,282,237,92,154,33,
0800000US170311400014000150401,1400000US17031150401,17031150401,"Census Tract 1504.01, Cook County, Illinois",1149,75,8,57,83,32,21,23,35,60,69,85,320,119,69,86,7,
0800000US170311400014000150402,1400000US17031150402,17031150402,"Census Tract 1504.02, Cook County, Illinois",909,99,0,21,23,28,36,18,13,45,84,148,127,134,59,74,0,
0800000US170311400014000150501,1400000US17031150501,17031150501,"Census Tract 1505.01, Cook County, Illinois",1009,0,23,33,0,42,95,22,48,16,46,166,114,185,156,63,0,
0800000US170311400014000150502,1400000US17031150502,17031150502,"Census Tract 1505.02, Cook County, Illinois",1003,51,1,7,0,47,125,136,81,92,44,100,97,97,20,72,33,
0800000US170311400014000150600,1400000US17031150600,17031150600,"Census Tract 1506, Cook County, Illinois",903,29,33,41,7,5,45,7,81,31,50,134,162,168,54,20,36,
0800000US170311400014000150700,1400000US17031150700,17031150700,"Census Tract 1507, Cook County, Illinois",1117,0,7,33,27,130,42,63,45,22,126,166,191,75,48,95,47,
0800000US170311400014000150800,1400000US17031150800,17031150800,"Census Tract 1508, Cook County, Illinois",1263,43,37,36,20,33,110,69,73,30,86,198,245,93,77,73,40,
0800000US170311400014000151001,1400000US17031151001,17031151001,"Census Tract 1510.01, Cook County, Illinois",555,29,56,20,36,80,0,35,41,24,58,41,88,13,22,1,11,
0800000US170311400014000151002,1400000US17031151002,17031151002,"Census Tract 1510.02, Cook County, Illinois",1030,41,18,42,37,102,55,133,75,46,129,89,93,95,22,36,17,
0800000US170311400014000151100,1400000US17031151100,17031151100,"Census Tract 1511, Cook County, Illinois",1093,64,8,19,37,50,102,60,68,26,97,85,216,150,37,49,25,
0800000US170311400014000151200,1400000US17031151200,17031151200,"Census Tract 1512, Cook County, Illinois",842,10,16,17,57,25,61,36,42,30,141,132,122,67,34,52,0,
0800000US170311400014000160100,1400000US17031160100,17031160100,"Census Tract 1601, Cook County, Illinois",675,28,4,27,4,13,18,38,99,73,38,38,50,143,26,35,41,
0800000US170311400014000160200,1400000US17031160200,17031160200,"Census Tract 1602, Cook County, Illinois",854,9,19,57,3,48,19,50,23,10,43,72,130,106,62,30,173,
0800000US170311400014000160300,1400000US17031160300,17031160300,"Census Tract 1603, Cook County, Illinois",611,48,58,45,63,20,40,0,54,54,18,29,63,80,21,8,10,
0800000US170311400014000160400,1400000US17031160400,17031160400,"Census Tract 1604, Cook County, Illinois",1099,55,123,80,6,70,93,27,79,58,77,79,76,143,59,14,60,
0800000US170311400014000160501,1400000US17031160501,17031160501,"Census Tract 1605.01, Cook County, Illinois",997,21,49,103,31,36,110,93,71,63,36,105,75,82,11,103,8,
0800000US170311400014000160502,1400000US17031160502,17031160502,"Census Tract 1605.02, Cook County, Illinois",949,48,39,39,76,52,37,17,39,10,91,25,248,116,19,38,55,
0800000US170311400014000160601,1400000US17031160601,17031160601,"Census Tract 1606.01, Cook County, Illinois",879,56,0,0,181,97,19,5,14,25,78,80,64,35,46,65,114,
0800000US170311400014000160602,1400000US17031160602,17031160602,"Census Tract 1606.02, Cook County, Illinois",833,136,20,57,41,44,47,12,89,17,67,51,91,23,21,61,56,
0800000US170311400014000160700,1400000US17031160700,17031160700,"Census Tract 1607, Cook County, Illinois",1323,30,74,57,108,17,128,74,33,33,30,205,161,124,10,89,150,
0800000US170311400014000160800,1400000US17031160800,17031160800,"Census Tract 1608, Cook County, Illinois",1195,0,1,41,87,12,141,58,50,141,67,42,227,142,56,78,52,
0800000US170311400014000160900,1400000US17031160900,17031160900,"Census Tract 1609, Cook County, Illinois",641,10,7,29,16,19,75,36,20,10,18,40,91,25,44,68,133,
0800000US170311400014000161000,1400000US17031161000,17031161000,"Census Tract 1610, Cook County, Illinois",409,29,8,17,0,14,0,17,6,34,15,61,43,17,44,26,78,
0800000US170311400014000161100,1400000US17031161100,17031161100,"Census Tract 1611, Cook County, Illinois",547,0,18,2,0,4,17,0,0,11,30,40,71,90,80,51,133,
0800000US170311400014000161200,1400000US17031161200,17031161200,"Census Tract 1612, Cook County, Illinois",646,5,10,25,49,34,105,24,32,76,38,65,59,28,27,60,9,
0800000US170311400014000161300,1400000US17031161300,17031161300,"Census Tract 1613, Cook County, Illinois",833,65,55,14,15,95,75,58,43,96,39,42,131,46,16,33,10,
0800000US170311400014000170100,1400000US17031170100,17031170100,"Census Tract 1701, Cook County, Illinois",457,43,26,0,29,15,0,7,20,48,27,78,56,64,10,19,15,
0800000US170311400014000170200,1400000US17031170200,17031170200,"Census Tract 1702, Cook County, Illinois",900,20,0,33,55,50,0,0,97,68,102,118,69,123,79,71,15,
0800000US170311400014000170300,1400000US17031170300,17031170300,"Census Tract 1703, Cook County, Illinois",1328,15,79,26,9,99,70,56,85,45,35,161,275,120,166,70,17,
0800000US170311400014000170400,1400000US17031170400,17031170400,"Census Tract 1704, Cook County, Illinois",1018,95,22,58,35,63,27,45,37,10,75,98,265,76,66,24,22,
0800000US170311400014000170500,1400000US17031170500,17031170500,"Census Tract 1705, Cook County, Illinois",1323,0,38,7,0,37,16,42,30,24,107,207,397,242,104,38,34,
0800000US170311400014000170600,1400000US17031170600,17031170600,"Census Tract 1706, Cook County, Illinois",652,9,15,9,14,66,36,45,32,12,49,20,145,99,34,49,18,
0800000US170311400014000170700,1400000US17031170700,17031170700,"Census Tract 1707, Cook County, Illinois",770,59,40,10,52,24,61,28,20,77,8,115,107,72,50,35,12,
0800000US170311400014000170800,1400000US17031170800,17031170800,"Census Tract 1708, Cook County, Illinois",903,17,0,14,40,45,73,38,18,23,84,98,162,183,15,53,40,
0800000US170311400014000170900,1400000US17031170900,17031170900,"Census Tract 1709, Cook County, Illinois",437,13,10,21,0,0,14,39,13,5,14,111,48,116,6,27,0,
0800000US170311400014000171000,1400000US17031171000,17031171000,"Census Tract 1710, Cook County, Illinois",1822,50,0,26,18,78,48,93,150,143,132,175,319,263,90,126,111,
0800000US170311400014000171100,1400000US17031171100,17031171100,"Census Tract 1711, Cook County, Illinois",1037,0,0,35,23,11,48,20,46,67,143,189,188,146,86,22,13,
0800000US170311400014000180100,1400000US17031180100,17031180100,"Census Tract 1801, Cook County, Illinois",1298,117,17,76,52,82,71,61,95,14,137,87,113,224,83,52,17,
0800000US170311400014000190100,1400000US17031190100,17031190100,"Census Tract 1901, Cook County, Illinois",502,0,22,17,37,73,23,59,11,23,32,53,33,47,48,24,0,
0800000US170311400014000190200,1400000US17031190200,17031190200,"Census Tract 1902, Cook County, Illinois",1260,59,60,85,122,124,65,35,111,115,117,72,105,94,61,35,0,
0800000US170311400014000190300,1400000US17031190300,17031190300,"Census Tract 1903, Cook County, Illinois",1054,41,49,70,41,93,73,45,55,69,76,95,104,87,65,80,11,
0800000US170311400014000190401,1400000US17031190401,17031190401,"Census Tract 1904.01, Cook County, Illinois",974,62,47,10,46,42,21,68,89,23,163,164,83,94,54,8,0,
0800000US170311400014000190402,1400000US17031190402,17031190402,"Census Tract 1904.02, Cook County, Illinois",971,78,17,36,58,82,80,18,82,18,52,91,114,110,60,42,33,
0800000US170311400014000190601,1400000US17031190601,17031190601,"Census Tract 1906.01, Cook County, Illinois",1023,34,141,33,97,0,18,31,28,65,135,137,106,146,17,35,0,
0800000US170311400014000190602,1400000US17031190602,17031190602,"Census Tract 1906.02, Cook County, Illinois",1093,29,45,60,101,46,65,74,64,66,55,127,240,97,0,24,0,
0800000US170311400014000190701,1400000US17031190701,17031190701,"Census Tract 1907.01, Cook County, Illinois",596,13,22,32,44,59,43,6,23,15,74,119,59,53,8,16,10,
0800000US170311400014000190702,1400000US17031190702,17031190702,"Census Tract 1907.02, Cook County, Illinois",1179,69,13,93,20,164,118,161,76,47,90,156,60,84,28,0,0,
0800000US170311400014000190800,1400000US17031190800,17031190800,"Census Tract 1908, Cook County, Illinois",1554,134,38,102,147,175,54,156,10,101,100,184,127,160,32,34,0,
0800000US170311400014000190900,1400000US17031190900,17031190900,"Census Tract 1909, Cook County, Illinois",434,0,17,13,57,64,28,7,0,13,37,76,31,0,76,15,0,
0800000US170311400014000191000,1400000US17031191000,17031191000,"Census Tract 1910, Cook County, Illinois",634,57,32,42,18,18,38,92,28,18,51,104,70,34,10,22,0,
0800000US170311400014000191100,1400000US17031191100,17031191100,"Census Tract 1911, Cook County, Illinois",1611,74,142,114,142,46,97,75,137,35,294,125,242,57,31,0,0,
0800000US170311400014000191200,1400000US17031191200,17031191200,"Census Tract 1912, Cook County, Illinois",770,34,74,96,91,31,30,128,15,39,43,108,55,20,6,0,0,
0800000US170311400014000191301,1400000US17031191301,17031191301,"Census Tract 1913.01, Cook County, Illinois",1239,43,155,109,34,83,16,164,18,91,158,57,183,98,0,30,0,
0800000US170311400014000191302,1400000US17031191302,17031191302,"Census Tract 1913.02, Cook County, Illinois",1092,113,87,36,47,31,125,148,0,51,102,230,26,52,22,22,0,
0800000US170311400014000200100,1400000US17031200100,17031200100,"Census Tract 2001, Cook County, Illinois",944,27,23,61,82,51,59,67,28,52,76,82,111,104,75,46,0,
0800000US170311400014000200200,1400000US17031200200,17031200200,"Census Tract 2002, Cook County, Illinois",1152,68,66,105,36,89,102,73,59,58,79,198,129,52,20,10,8,
0800000US170311400014000200300,1400000US17031200300,17031200300,"Census Tract 2003, Cook County, Illinois",486,29,48,28,9,36,22,29,16,34,24,98,47,44,0,22,0,
0800000US170311400014000200401,1400000US17031200401,17031200401,"Census Tract 2004.01, Cook County, Illinois",902,33,87,78,87,83,44,85,0,29,118,73,96,49,0,40,0,
0800000US170311400014000200402,1400000US17031200402,17031200402,"Census Tract 2004.02, Cook County, Illinois",795,11,68,127,0,44,115,0,53,53,83,64,109,29,21,18,0,
0800000US170311400014000210100,1400000US17031210100,17031210100,"Census Tract 2101, Cook County, Illinois",926,63,16,10,62,18,53,16,66,56,100,94,164,36,66,52,54,
0800000US170311400014000210400,1400000US17031210400,17031210400,"Census Tract 2104, Cook County, Illinois",580,35,11,42,35,77,55,61,0,63,29,53,52,43,0,15,9,
0800000US170311400014000210501,1400000US17031210501,17031210501,"Census Tract 2105.01, Cook County, Illinois",1048,48,29,128,55,94,75,108,43,89,117,117,97,48,0,0,0,
0800000US170311400014000210502,1400000US17031210502,17031210502,"Census Tract 2105.02, Cook County, Illinois",1100,49,116,0,91,160,12,166,118,63,52,72,82,64,44,11,0,
0800000US170311400014000210601,1400000US17031210601,17031210601,"Census Tract 2106.01, Cook County, Illinois",725,12,17,40,20,8,83,31,98,54,109,121,40,9,0,21,62,
0800000US170311400014000210602,1400000US17031210602,17031210602,"Census Tract 2106.02, Cook County, Illinois",851,61,3,30,91,113,78,18,14,48,163,92,81,9,33,8,9,
0800000US170311400014000210700,1400000US17031210700,17031210700,"Census Tract 2107, Cook County, Illinois",886,33,19,48,41,49,100,13,55,81,114,86,65,50,66,44,22,
0800000US170311400014000210800,1400000US17031210800,17031210800,"Census Tract 2108, Cook County, Illinois",218,9,0,52,16,0,8,21,25,0,9,31,10,14,9,10,4,
0800000US170311400014000210900,1400000US17031210900,17031210900,"Census Tract 2109, Cook County, Illinois",660,0,55,66,35,0,53,40,23,18,70,52,57,38,61,41,51,
0800000US170311400014000220300,1400000US17031220300,17031220300,"Census Tract 2203, Cook County, Illinois",410,2,44,2,98,2,0,0,1,5,30,42,27,16,0,75,66,
0800000US170311400014000220400,1400000US17031220400,17031220400,"Census Tract 2204, Cook County, Illinois",513,13,0,0,31,0,4,9,11,11,36,53,141,53,89,44,18,
0800000US170311400014000220500,1400000US17031220500,17031220500,"Census Tract 2205, Cook County, Illinois",497,60,8,0,12,69,12,0,37,39,17,47,58,31,34,28,45,
0800000US170311400014000220601,1400000US17031220601,17031220601,"Census Tract 2206.01, Cook County, Illinois",275,4,14,0,37,16,33,21,14,0,0,4,56,15,38,0,23,
0800000US170311400014000220602,1400000US17031220602,17031220602,"Census Tract 2206.02, Cook County, Illinois",873,97,128,33,27,28,35,39,0,11,100,65,20,78,87,97,28,
0800000US170311400014000220701,1400000US17031220701,17031220701,"Census Tract 2207.01, Cook County, Illinois",820,66,30,30,43,59,36,100,105,23,109,57,92,49,11,10,0,
0800000US170311400014000220702,1400000US17031220702,17031220702,"Census Tract 2207.02, Cook County, Illinois",909,22,140,50,23,71,75,25,49,86,64,91,124,65,7,10,7,
0800000US170311400014000220901,1400000US17031220901,17031220901,"Census Tract 2209.01, Cook County, Illinois",684,31,100,79,53,43,13,56,15,53,70,24,60,23,19,45,0,
0800000US170311400014000220902,1400000US17031220902,17031220902,"Census Tract 2209.02, Cook County, Illinois",635,76,8,102,42,47,16,27,22,7,15,126,40,13,7,53,34,
0800000US170311400014000221000,1400000US17031221000,17031221000,"Census Tract 2210, Cook County, Illinois",682,23,85,78,21,85,17,9,69,44,59,49,33,92,10,0,8,
0800000US170311400014000221100,1400000US17031221100,17031221100,"Census Tract 2211, Cook County, Illinois",836,88,34,36,75,72,31,41,35,29,59,96,132,20,8,71,9,
0800000US170311400014000221200,1400000US17031221200,17031221200,"Census Tract 2212, Cook County, Illinois",543,18,24,20,56,36,14,44,48,8,49,44,47,44,44,42,5,
0800000US170311400014000221300,1400000US17031221300,17031221300,"Census Tract 2213, Cook County, Illinois",490,15,42,10,50,42,33,21,15,0,9,55,55,41,38,33,31,
0800000US170311400014000221400,1400000US17031221400,17031221400,"Census Tract 2214, Cook County, Illinois",605,32,52,36,43,0,56,39,10,0,105,84,33,37,7,53,18,
0800000US170311400014000221500,1400000US17031221500,17031221500,"Census Tract 2215, Cook County, Illinois",500,28,0,8,49,22,48,9,19,19,84,59,68,32,24,23,8,
0800000US170311400014000221600,1400000US17031221600,17031221600,"Census Tract 2216, Cook County, Illinois",644,41,0,22,8,0,8,30,4,8,14,42,80,52,93,108,134,
0800000US170311400014000222200,1400000US17031222200,17031222200,"Census Tract 2222, Cook County, Illinois",373,0,0,4,5,21,5,5,0,12,38,17,16,32,34,34,150,
0800000US170311400014000222500,1400000US17031222500,17031222500,"Census Tract 2225, Cook County, Illinois",321,31,13,34,23,12,11,41,18,4,0,49,37,18,11,19,0,
0800000US170311400014000222600,1400000US17031222600,17031222600,"Census Tract 2226, Cook County, Illinois",250,9,11,4,0,26,20,37,15,5,15,5,13,46,19,16,9,
0800000US170311400014000222700,1400000US17031222700,17031222700,"Census Tract 2227, Cook County, Illinois",655,57,67,50,46,52,59,51,43,9,7,43,59,65,31,0,16,
0800000US170311400014000222800,1400000US17031222800,17031222800,"Census Tract 2228, Cook County, Illinois",262,0,86,76,32,7,0,0,6,0,23,3,17,7,5,0,0,
0800000US170311400014000222900,1400000US17031222900,17031222900,"Census Tract 2229, Cook County, Illinois",197,19,24,0,0,5,32,5,12,7,33,24,11,5,15,5,0,
0800000US170311400014000230100,1400000US17031230100,17031230100,"Census Tract 2301, Cook County, Illinois",266,45,0,15,17,0,33,16,10,0,38,28,50,4,0,0,10,
0800000US170311400014000230200,1400000US17031230200,17031230200,"Census Tract 2302, Cook County, Illinois",383,26,21,21,38,13,15,0,18,11,28,54,83,27,25,0,3,
0800000US170311400014000230300,1400000US17031230300,17031230300,"Census Tract 2303, Cook County, Illinois",205,31,3,0,20,4,0,26,37,0,2,40,31,4,0,7,0,
0800000US170311400014000230400,1400000US17031230400,17031230400,"Census Tract 2304, Cook County, Illinois",512,64,4,15,21,48,20,29,5,32,63,54,112,32,0,13,0,
0800000US170311400014000230500,1400000US17031230500,17031230500,"Census Tract 2305, Cook County, Illinois",682,53,80,69,43,81,31,34,45,8,80,43,102,5,8,0,0,
0800000US170311400014000230600,1400000US17031230600,17031230600,"Census Tract 2306, Cook County, Illinois",1587,344,112,189,87,47,121,110,71,53,143,94,80,0,30,57,49,
0800000US170311400014000230700,1400000US17031230700,17031230700,"Census Tract 2307, Cook County, Illinois",1184,148,36,111,67,105,124,47,30,68,124,116,133,56,0,8,11,
0800000US170311400014000230800,1400000US17031230800,17031230800,"Census Tract 2308, Cook County, Illinois",235,16,0,5,7,9,16,18,35,0,7,65,31,13,0,13,0,
0800000US170311400014000230900,1400000US17031230900,17031230900,"Census Tract 2309, Cook County, Illinois",1093,191,85,145,35,89,18,78,78,39,114,99,56,46,0,20,0,
0800000US170311400014000231100,1400000US17031231100,17031231100,"Census Tract 2311, Cook County, Illinois",221,23,5,0,27,4,27,9,26,23,9,21,12,11,6,18,0,
0800000US170311400014000231200,1400000US17031231200,17031231200,"Census Tract 2312, Cook County, Illinois",1072,257,100,87,91,70,30,72,30,122,86,18,53,44,12,0,0,
0800000US170311400014000231500,1400000US17031231500,17031231500,"Census Tract 2315, Cook County, Illinois",1238,188,94,56,158,104,127,41,194,37,74,55,68,0,0,30,12,
0800000US170311400014000240200,1400000US17031240200,17031240200,"Census Tract 2402, Cook County, Illinois",295,9,0,0,20,14,0,0,4,0,0,4,25,39,50,18,112,
0800000US170311400014000240300,1400000US17031240300,17031240300,"Census Tract 2403, Cook County, Illinois",263,2,0,0,0,0,0,0,10,5,0,0,35,22,13,34,142,
0800000US170311400014000240500,1400000US17031240500,17031240500,"Census Tract 2405, Cook County, Illinois",490,4,0,0,10,10,0,0,28,0,6,14,13,97,81,132,95,
0800000US170311400014000240600,1400000US17031240600,17031240600,"Census Tract 2406, Cook County, Illinois",312,20,37,91,0,6,0,0,0,0,0,13,7,36,6,35,61,
0800000US170311400014000240700,1400000US17031240700,17031240700,"Census Tract 2407, Cook County, Illinois",379,19,33,30,58,12,25,0,0,0,51,51,6,22,10,13,49,
0800000US170311400014000240800,1400000US17031240800,17031240800,"Census Tract 2408, Cook County, Illinois",289,50,8,0,25,8,25,13,0,20,45,17,54,15,7,0,2,
0800000US170311400014000240900,1400000US17031240900,17031240900,"Census Tract 2409, Cook County, Illinois",198,17,0,10,10,9,0,22,0,23,10,23,8,43,15,8,0,
0800000US170311400014000241000,1400000US17031241000,17031241000,"Census Tract 2410, Cook County, Illinois",432,45,34,30,31,40,28,92,4,31,7,6,9,17,27,18,13,
0800000US170311400014000241100,1400000US17031241100,17031241100,"Census Tract 2411, Cook County, Illinois",761,34,41,28,61,26,60,30,51,60,80,17,49,144,17,23,40,
0800000US170311400014000241200,1400000US17031241200,17031241200,"Census Tract 2412, Cook County, Illinois",376,18,0,30,1,5,0,1,12,11,35,39,35,35,40,48,66,
0800000US170311400014000241300,1400000US17031241300,17031241300,"Census Tract 2413, Cook County, Illinois",273,5,21,46,14,0,0,32,0,4,5,11,22,28,9,49,27,
0800000US170311400014000241400,1400000US17031241400,17031241400,"Census Tract 2414, Cook County, Illinois",1028,82,61,14,18,0,11,0,11,0,84,37,54,192,29,176,259,
0800000US170311400014000241500,1400000US17031241500,17031241500,"Census Tract 2415, Cook County, Illinois",405,0,0,9,17,0,30,6,0,10,63,0,30,36,32,69,103,
0800000US170311400014000241600,1400000US17031241600,17031241600,"Census Tract 2416, Cook County, Illinois",555,25,0,18,16,16,14,36,19,21,0,48,83,21,41,77,120,
0800000US170311400014000242000,1400000US17031242000,17031242000,"Census Tract 2420, Cook County, Illinois",628,0,34,59,87,18,0,12,11,16,76,30,61,52,38,84,50,
0800000US170311400014000242100,1400000US17031242100,17031242100,"Census Tract 2421, Cook County, Illinois",553,0,6,8,8,0,13,21,18,0,51,16,67,21,81,93,150,
0800000US170311400014000242200,1400000US17031242200,17031242200,"Census Tract 2422, Cook County, Illinois",730,0,42,0,11,13,9,0,44,21,0,67,107,31,90,48,247,
0800000US170311400014000242300,1400000US17031242300,17031242300,"Census Tract 2423, Cook County, Illinois",661,11,0,10,40,40,7,0,30,17,66,32,69,114,58,35,132,
0800000US170311400014000242400,1400000US17031242400,17031242400,"Census Tract 2424, Cook County, Illinois",530,0,7,59,34,20,44,0,23,0,23,17,83,66,33,96,25,
0800000US170311400014000242500,1400000US17031242500,17031242500,"Census Tract 2425, Cook County, Illinois",726,27,20,26,57,81,28,42,73,33,42,131,76,30,14,46,0,
0800000US170311400014000242600,1400000US17031242600,17031242600,"Census Tract 2426, Cook County, Illinois",971,70,0,47,117,80,137,13,0,17,48,61,142,39,62,112,26,
0800000US170311400014000242700,1400000US17031242700,17031242700,"Census Tract 2427, Cook County, Illinois",440,53,42,120,60,8,0,0,14,15,36,14,26,0,34,12,6,
0800000US170311400014000242800,1400000US17031242800,17031242800,"Census Tract 2428, Cook County, Illinois",354,13,23,0,26,25,23,0,8,6,11,69,15,15,29,65,26,
0800000US170311400014000242900,1400000US17031242900,17031242900,"Census Tract 2429, Cook County, Illinois",315,0,0,8,54,28,0,22,0,0,24,7,24,36,15,38,59,
0800000US170311400014000243000,1400000US17031243000,17031243000,"Census Tract 2430, Cook County, Illinois",647,3,0,48,69,0,43,12,3,12,82,48,99,75,58,23,72,
0800000US170311400014000243100,1400000US17031243100,17031243100,"Census Tract 2431, Cook County, Illinois",562,0,26,29,65,0,17,20,42,6,33,63,23,53,32,80,73,
0800000US170311400014000243200,1400000US17031243200,17031243200,"Census Tract 2432, Cook County, Illinois",394,0,0,24,0,8,12,27,0,22,25,31,35,14,16,81,99,
0800000US170311400014000243300,1400000US17031243300,17031243300,"Census Tract 2433, Cook County, Illinois",514,31,14,7,62,14,6,7,8,26,19,19,60,70,84,20,67,
0800000US170311400014000243400,1400000US17031243400,17031243400,"Census Tract 2434, Cook County, Illinois",488,8,30,18,39,48,6,44,9,18,9,8,58,44,55,39,55,
0800000US170311400014000243500,1400000US17031243500,17031243500,"Census Tract 2435, Cook County, Illinois",537,56,0,21,9,22,0,0,0,8,33,22,42,88,31,48,157,
0800000US170311400014000250200,1400000US17031250200,17031250200,"Census Tract 2502, Cook County, Illinois",654,21,60,27,26,39,73,57,47,12,89,61,44,46,31,21,0,
0800000US170311400014000250300,1400000US17031250300,17031250300,"Census Tract 2503, Cook County, Illinois",1103,129,53,119,52,103,109,80,74,27,65,60,126,61,8,27,10,
0800000US170311400014000250400,1400000US17031250400,17031250400,"Census Tract 2504, Cook County, Illinois",1334,103,57,123,73,70,127,66,45,57,124,119,142,79,84,41,24,
0800000US170311400014000250500,1400000US17031250500,17031250500,"Census Tract 2505, Cook County, Illinois",1871,61,97,12,51,20,71,41,73,13,128,204,291,289,114,270,136,
0800000US170311400014000250600,1400000US17031250600,17031250600,"Census Tract 2506, Cook County, Illinois",936,68,31,32,106,33,50,45,18,37,94,138,166,52,17,49,0,
0800000US170311400014000250700,1400000US17031250700,17031250700,"Census Tract 2507, Cook County, Illinois",1392,240,74,123,190,163,90,74,19,37,63,70,126,98,0,15,10,
0800000US170311400014000250800,1400000US17031250800,17031250800,"Census Tract 2508, Cook County, Illinois",579,80,43,40,0,81,37,64,4,31,48,50,58,11,24,0,8,
0800000US170311400014000251000,1400000US17031251000,17031251000,"Census Tract 2510, Cook County, Illinois",256,24,17,46,15,19,25,8,8,10,0,68,6,0,0,7,3,
0800000US170311400014000251100,1400000US17031251100,17031251100,"Census Tract 2511, Cook County, Illinois",1019,143,154,56,28,80,106,42,41,61,31,73,90,66,48,0,0,
0800000US170311400014000251200,1400000US17031251200,17031251200,"Census Tract 2512, Cook County, Illinois",891,116,38,39,43,51,77,23,108,31,70,104,110,42,23,8,8,
0800000US170311400014000251300,1400000US17031251300,17031251300,"Census Tract 2513, Cook County, Illinois",1152,144,33,107,151,81,81,68,72,19,113,82,96,97,0,0,8,
0800000US170311400014000251400,1400000US17031251400,17031251400,"Census Tract 2514, Cook County, Illinois",867,86,89,68,96,55,40,89,29,58,41,58,59,22,37,28,12,
0800000US170311400014000251500,1400000US17031251500,17031251500,"Census Tract 2515, Cook County, Illinois",791,78,48,65,42,51,81,52,64,50,40,59,63,52,7,15,24,
